rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510.31,2943.65,-1084.52,70.6,1,q1_q17_dr25_tce,6168,186,-204,4.482,0.078,-0.195,0.911,0.253,-0.101,296.11182,49.561951,15.039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.4,235.42,-220.41,628.2,1,q1_q17_dr25_tce,3898,135,-148,4.735,0.072,-0.054,0.53,0.057,-0.079,282.19308,43.733219,16.946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.06,-0.05,25.5,1,q1_q17_dr25_tce,4386,137,-168,4.629,0.056,-0.024,0.63,0.045,-0.062,291.58517,45.71579,15.188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.22,574.61,-184.82,194.9,1,q1_q17_dr25_tce,5681,186,-186,4.551,0.034,-0.195,0.859,0.246,-0.082,285.87671,39.685951,15.753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4055.22,3660.38,-1201.95,195.6,1,q1_q17_dr25_tce,5989,189,-210,4.5,0.052,-0.208,0.908,0.269,-0.09,294.04828,38.364109,15.036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.13,59.07,-19.75,7.8,,,5081,127,-152,3.484,0.215,-0.321,3.365,1.749,-0.882,291.21811,40.839329,13.747
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.11,248.37,-176.26,153.1,1,q1_q17_dr25_tce,5069,166,-151,4.53,0.058,-0.065,0.818,0.079,-0.071,298.88397,41.662079,15.583
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.03,1217.85,-546.35,18.8,1,q1_q17_dr25_tce,6065,182,-182,4.454,0.098,-0.168,0.896,0.216,-0.116,299.10248,41.887459,15.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.45,1014.43,-641.4,10.2,1,q1_q17_dr25_tce,5171,153,-153,4.576,0.042,-0.072,0.76,0.097,-0.071,287.39417,43.080681,15.078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,7.81,-3.68,86.8,1,q1_q17_dr25_tce,5437,204,-185,4.554,0.059,-0.11,0.783,0.143,-0.077,293.33807,42.016312,15.838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.09,601.51,-219.34,43,1,q1_q17_dr25_tce,6120,181,-200,4.395,0.09,-0.21,1.054,0.334,-0.143,294.01492,42.139191,14.336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,1.29,-0.66,51.8,1,q1_q17_dr25_tce,5327,159,-159,4.581,0.035,-0.105,0.8,0.122,-0.066,289.86963,46.72971,15.795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.55,406.36,-159.16,35.5,1,q1_q17_dr25_tce,5668,169,-186,4.472,0.078,-0.182,0.916,0.242,-0.104,299.77972,46.890469,12.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.85,356.04,-325.82,124.9,1,q1_q17_dr25_tce,6065,218,-200,3.888,0.56,-0.14,1.891,0.507,-0.942,294.91611,46.944977,12.829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17,75.23,-48.36,8.3,1,q1_q17_dr25_tce,6029,181,-199,4.127,0.28,-0.151,1.494,0.428,-0.428,297.58942,43.516178,13.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9703.01,5721.83,-3507.57,84.4,1,q1_q17_dr25_tce,6823,61,-91,4.04,0.121,-0.148,2.037,0.486,-0.365,297.79224,46.935829,12.655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136317.25,23445.9,-53793.94,47.5,1,q1_q17_dr25_tce,3837,90,-102,0.829,0.03,-0.03,80.307,2.693,-14.364,298.77295,46.921246,13.866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.94,267.38,-93.71,39.1,1,q1_q17_dr25_tce,5869,142,-203,4.513,0.036,-0.204,0.942,0.273,-0.091,297.78775,47.098331,13.954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8881.31,7271.4,-4906.52,43.2,1,q1_q17_dr25_tce,6443,181,-250,4.146,0.246,-0.164,1.457,0.402,-0.402,292.77899,47.552216,13.343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.50989,48.240139,15.092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.2872,44.49371,13.215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.18,905.51,-298.2,21,1,q1_q17_dr25_tce,5790,175,-192,4.528,0.038,-0.2,0.9,0.26,-0.087,292.71548,41.943562,15.862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.14,-0.15,21.9,1,q1_q17_dr25_tce,3812,76,-91,4.767,0.06,-0.035,0.476,0.041,-0.05,297.29269,48.11438,15.577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,1.88,-0.33,6.5,,,5662,169,-149,4.577,0.031,-0.283,0.789,0.345,-0.059,295.06677,43.98209,15.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,7.49,-1.66,6.9,,,6082,157,-201,4.342,0.106,-0.302,1.147,0.602,-0.158,290.98767,47.976639,14.856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.96,855.22,-297.77,45.3,1,q1_q17_dr25_tce,6063,199,-217,4.476,0.048,-0.204,1.012,0.282,-0.101,297.21194,47.027802,15.116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.76,-0.59,13.9,2,q1_q17_dr25_tce,5678,113,-102,4.409,0.132,-0.088,0.921,0.115,-0.115,285.69199,45.689388,14.033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17809.19,9411.1,-14234.2,3316.5,1,q1_q17_dr25_tce,8104,223,-334,3.675,0.493,-0.087,3.369,0.576,-1.727,290.47125,38.528561,13.636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.19,2029.18,-888.94,35.3,1,q1_q17_dr25_tce,6150,193,-215,4.41,0.101,-0.188,1.004,0.281,-0.151,295.16199,46.76273,15.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8264.27,6839.91,-2935.1,49.1,1,q1_q17_dr25_tce,5888,159,-159,4.394,0.124,-0.186,1.008,0.284,-0.153,281.24307,42.254929,14.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366.84,2022.13,-672.26,17.1,1,q1_q17_dr25_tce,5743,172,-190,4.553,0.036,-0.192,0.853,0.242,-0.081,296.99405,41.129471,15.845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.44,20.48,-13.23,16.6,1,q1_q17_dr25_tce,6148,184,-220,4.132,0.28,-0.172,1.488,0.432,-0.432,298.31445,42.24744,13.781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.09,2115.71,-792.24,38,1,q1_q17_dr25_tce,6221,167,-223,4.333,0.112,-0.208,1.18,0.392,-0.168,298.77509,42.39323,13.608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.74,54.37,-46,32.5,1,q1_q17_dr25_tce,4408,130,-130,4.713,0.056,-0.032,0.529,0.041,-0.045,298.8222,42.394642,15.828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.51,213.29,-150.76,25.3,1,q1_q17_dr25_tce,5266,158,-158,4.536,0.099,-0.09,0.749,0.098,-0.088,298.49808,42.466412,14.788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.01,1518.55,-1064.39,42.1,1,q1_q17_dr25_tce,6526,155,-214,4.217,0.14,-0.14,1.426,0.293,-0.263,297.12173,42.673321,13.121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.19,1338.64,-644.5,21.5,1,q1_q17_dr25_tce,5265,158,-158,4.4,0.135,-0.18,1.002,0.251,-0.154,296.34103,47.17086,14.229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.2529,47.278999,9.473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.94,418.52,-151.92,108.2,1,q1_q17_dr25_tce,5431,164,-147,4.563,0.027,-0.144,0.843,0.173,-0.062,298.73807,47.381741,14.898
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.97,121.59,-94.78,19.3,1,q1_q17_dr25_tce,5003,151,-151,4.572,0.071,-0.052,0.707,0.072,-0.072,298.77988,47.66095,15.957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.41,34.67,-57.86,284.3,1,q1_q17_dr25_tce,5067,52,-112,2.877,0.168,-0.112,8.121,1.096,-2.556,296.92874,47.88295,9.715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14127.22,13929.17,-10952.97,45.7,1,q1_q17_dr25_tce,4972,148,-163,3.449,0.483,-0.241,4.034,1.327,-1.99,297.61398,47.811401,13.695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.5,910.3,-415.67,19.9,1,q1_q17_dr25_tce,5834,182,-243,4.472,0.046,-0.173,1.023,0.237,-0.109,292.71729,41.901218,15.795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49,85.1,-49.2,10.3,,,5254,153,-201,3.506,0.349,-0.259,3.761,1.557,-1.603,292.74707,42.379929,11.479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349.38,1052.11,-398.96,14.1,1,q1_q17_dr25_tce,5403,73,-81,4.54,0.012,-0.108,0.888,0.103,-0.029,291.77136,42.671249,13.686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.32,60.72,-20.62,14.6,1,q1_q17_dr25_tce,5693,136,-153,4.57,0.032,-0.179,0.816,0.21,-0.07,294.99725,43.435921,13.461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.91,99.7,-111.57,30.5,1,q1_q17_dr25_tce,6864,184,-225,3.783,0.285,-0.095,2.632,0.471,-0.875,296.22214,39.268959,12.852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.46,144.06,-166.66,23.6,1,q1_q17_dr25_tce,4258,114,-139,4.635,0.053,-0.021,0.622,0.039,-0.064,297.07379,41.22448,15.031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.78,0,0,89.9,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,298.57697,40.490395,16.494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.19,250.94,-111.31,44.5,1,q1_q17_dr25_tce,5751,138,-156,4.389,0.108,-0.186,1.035,0.286,-0.154,298.55258,47.247318,13.753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3787.58,1383.56,-478.61,23.3,1,q1_q17_dr25_tce,5629,75,-84,4.553,0.013,-0.117,0.87,0.12,-0.032,291.67123,42.812359,13.519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479.44,2455.5,-1698.92,20.9,1,q1_q17_dr25_tce,5305,159,-159,4.088,0.409,-0.189,1.449,0.478,-0.585,294.38538,43.82547,14.536
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.57,579.88,-209.62,23.1,1,q1_q17_dr25_tce,5950,166,-208,4.395,0.087,-0.203,1.114,0.353,-0.141,297.1322,46.256489,14.377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.77,194.86,-79.03,19.3,1,q1_q17_dr25_tce,6377,174,-261,4.398,0.062,-0.2,1.158,0.346,-0.148,293.09589,47.996578,15.974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22250.69,13710.09,-13212.02,49.5,1,q1_q17_dr25_tce,6985,190,-285,3.936,0.241,-0.111,2.187,0.448,-0.672,292.76535,47.512272,13.369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.65,572.34,-249.14,83.1,1,q1_q17_dr25_tce,5999,169,-190,4.417,0.101,-0.188,0.996,0.288,-0.155,296.74991,42.952358,14.934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710661.9,1584689.83,-1212729.69,5.1,1,q1_q17_dr25_tce,3705,74,-111,0.798,0.033,-0.03,89.806,18.859,-18.859,298.14603,43.075199,13.547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.85,260.16,-255.61,21.3,1,q1_q17_dr25_tce,5461,189,-189,3.566,0.848,-0.212,3.301,0.994,-2.32,296.80951,43.450851,13.301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.98,77.92,-31.22,36.8,1,q1_q17_dr25_tce,5636,186,-186,4.462,0.094,-0.175,0.913,0.236,-0.109,290.73578,44.090488,15.047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.49,190.67,-129.55,56.5,1,q1_q17_dr25_tce,5334,159,-143,4.492,0.11,-0.099,0.81,0.121,-0.11,294.24811,46.374008,13.805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330.12,2922.62,-2477.98,77.1,1,q1_q17_dr25_tce,6468,71,-77,4.107,0.168,-0.112,1.602,0.293,-0.322,295.25388,46.76136,13.616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.02,82.57,-26.24,32.9,1,q1_q17_dr25_tce,6072,169,-190,4.51,0.04,-0.216,0.923,0.29,-0.097,290.60745,48.357182,14.107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.08,-0.35,9.3,1,q1_q17_dr25_tce,6039,189,-231,4.493,0.054,-0.216,0.951,0.32,-0.107,288.59802,43.681469,15.508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.24,234.48,-247.91,38.1,1,q1_q17_dr25_tce,5627,170,-153,3.633,0.773,-0.182,3.05,0.851,-1.986,286.46616,48.495918,12.967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.73,27.88,-23.22,7.2,1,q1_q17_dr25_tce,4963,149,-149,4.585,0.066,-0.039,0.69,0.062,-0.068,290.15634,48.818989,15.625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.51,818.46,-357.8,52.9,1,q1_q17_dr25_tce,5944,160,-178,4.393,0.128,-0.192,0.991,0.281,-0.151,284.86145,49.026989,15.533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33,3.84,-3.08,40.1,1,q1_q17_dr25_tce,3841,61,-69,4.756,0.021,-0.033,0.509,0.031,-0.025,292.8053,49.040459,15.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,7.8,-2.6,701.1,1,q1_q17_dr25_tce,6142,172,-236,4.456,0.054,-0.216,1.046,0.34,-0.113,287.66364,49.141499,15.959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34,5.64,-5.49,37,1,q1_q17_dr25_tce,3698,66,-73,4.81,0.055,-0.045,0.444,0.043,-0.053,288.25058,46.679611,16.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5646.82,2218.07,-986.77,21.9,1,q1_q17_dr25_tce,5749,78,-86,4.457,0.042,-0.119,0.988,0.147,-0.063,292.87418,48.936569,14.832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,3.92,-3.75,18,1,q1_q17_dr25_tce,4852,144,-144,4.519,0.078,-0.052,0.804,0.056,-0.076,295.73535,42.576248,15.514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7444.39,6846.24,-2221.61,21.4,1,q1_q17_dr25_tce,6045,162,-198,4.494,0.052,-0.208,0.955,0.3,-0.1,295.51825,39.593391,14.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7783.32,6865.92,-3569.95,27.9,1,q1_q17_dr25_tce,7592,211,-316,4.159,0.124,-0.186,1.714,0.512,-0.341,298.5798,40.072182,13.613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.26447,44.09856,15.711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.37,79.7,-33.97,43,2,q1_q17_dr25_tce,5478,164,-147,4.351,0.184,-0.225,1.017,0.32,-0.187,297.59946,40.55901,13.585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87,66.3,-23.02,18.7,2,q1_q17_dr25_tce,6014,190,-211,4.436,0.072,-0.217,1.021,0.333,-0.133,295.62659,49.130428,14.651
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561.16,3914.5,-2562.71,11.1,1,q1_q17_dr25_tce,5340,175,-159,4.046,0.483,-0.207,1.504,0.539,-0.658,296.55164,40.71278,14.259
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.53,154.08,-79.09,38.9,1,q1_q17_dr25_tce,5272,157,-141,4.659,0.028,-0.083,0.662,0.087,-0.047,283.0527,41.859711,15.239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.66,-0.24,11.5,1,q1_q17_dr25_tce,5988,161,-197,4.541,0.048,-0.18,0.836,0.218,-0.078,294.80182,43.13324,15.342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.73,369.17,-128.36,658.3,1,q1_q17_dr25_tce,5754,180,-220,4.514,0.036,-0.192,0.943,0.264,-0.088,297.66129,47.62394,15.746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.24,443.5,-150.39,24.8,1,q1_q17_dr25_tce,5912,159,-177,4.566,0.035,-0.184,0.82,0.218,-0.073,299.06693,47.895191,14.598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.37,350.94,-108.56,83.5,1,q1_q17_dr25_tce,6075,180,-180,4.486,0.052,-0.208,0.969,0.3,-0.1,297.46457,48.088001,14.455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06,12.32,-2.2,6.4,,,6273,153,-193,4.364,0.08,-0.325,1.139,0.659,-0.133,297.90045,48.0947,13.538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.63,277.66,-78.87,19,1,q1_q17_dr24_tce,6137,173,-227,4.487,0.047,-0.264,0.963,0.341,-0.093,297.66211,48.115898,15.406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8,268.87,-81.95,30.6,1,q1_q17_dr25_tce,6102,165,-183,4.447,0.07,-0.21,1.016,0.345,-0.115,288.63483,50.912231,12.335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.55,746.53,-367.97,34.4,1,q1_q17_dr25_tce,6596,184,-254,4.135,0.153,-0.187,1.721,0.566,-0.377,290.28619,51.834026,13.502
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9917.8,6820.55,-7388.14,14.3,1,q1_q17_dr25_tce,6640,189,-237,3.884,0.448,-0.112,2.099,0.479,-0.959,295.32501,40.187576,12.203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.84,33.27,-28.87,38,1,q1_q17_dr25_tce,4702,168,-168,4.602,0.063,-0.032,0.67,0.053,-0.065,295.00293,44.09203,15.938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.29,2006.05,-739.22,38.4,1,q1_q17_dr25_tce,6102,171,-214,4.457,0.062,-0.2,1.026,0.312,-0.125,295.77194,38.820042,14.024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.82,1409.05,-504.58,34,1,q1_q17_dr25_tce,5452,164,-147,4.572,0.036,-0.144,0.815,0.175,-0.063,284.37183,40.712971,13.974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.94,4.77,-3.42,214.5,1,q1_q17_dr25_tce,5128,153,-138,4.6,0.072,-0.048,0.668,0.069,-0.063,291.40079,47.924629,14.856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.27,86.53,-58.85,13.7,1,q1_q17_dr25_tce,5495,74,-82,4.442,0.072,-0.099,0.961,0.115,-0.086,297.14883,46.296951,11.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.73,151.46,-161,17.6,1,q1_q17_dr25_tce,5689,85,-76,4.065,0.195,-0.105,1.542,0.241,-0.362,296.38882,41.040569,14.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.59,433.06,-96.46,11.8,,,5910,151,-182,4.505,0.038,-0.294,0.94,0.38,-0.081,285.22531,49.424179,13.391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194.49,1807.01,-1100.31,8.3,1,q1_q17_dr25_tce,5341,204,-185,4.496,0.105,-0.105,0.808,0.13,-0.106,291.82501,42.866508,15.817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2886.66,2021.73,-723.23,31.2,1,q1_q17_dr25_tce,5767,158,-158,4.559,0.04,-0.16,0.837,0.197,-0.071,289.80423,38.370708,15.312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4267.13,0,0,136.6,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,286.10696,38.107628,9.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951.46,4620.87,-2047.59,26.5,1,q1_q17_dr25_tce,6557,158,-237,4.251,0.108,-0.201,1.406,0.458,-0.247,298.0513,43.164909,13.869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12837.08,20950.69,-11328.78,141,1,q1_q17_dr25_tce,5354,177,-160,3.754,0.777,-0.333,2.18,1.134,-1.386,281.57571,43.068111,13.331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349.48,1543.42,-607.86,49.1,1,q1_q17_dr25_tce,5514,166,-166,4.569,0.036,-0.144,0.826,0.176,-0.07,289.76114,38.353519,15.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35,3.55,-2.86,185.2,1,q1_q17_dr25_tce,5193,154,-138,4.503,0.093,-0.076,0.805,0.087,-0.097,298.21094,48.559158,13.418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41465.78,15423.5,-29479.9,954.2,1,q1_q17_dr25_tce,5591,156,-267,3.227,0.287,-0.103,5.618,0.61,-2.287,285.30206,49.263451,12.923
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017.14,5535.44,-2814.93,23.5,1,q1_q17_dr25_tce,5148,141,-128,3.624,0.998,-0.333,2.314,1.377,-1.684,285.53549,49.298439,13.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49846.45,25639.64,-29905.09,61.3,1,q1_q17_dr25_tce,7089,172,-246,3.842,0.259,-0.111,2.584,0.447,-0.83,292.13745,38.599419,12.305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.12,94.3,-60.46,153,1,q1_q17_dr25_tce,5332,167,-167,4.471,0.108,-0.12,0.86,0.138,-0.113,291.09161,42.058479,15.424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.66,31.5,-22.5,1343.2,1,q1_q17_dr25_tce,5089,154,-138,4.58,0.072,-0.048,0.693,0.073,-0.067,300.77478,44.487751,14.933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755.2,1686.64,-535.43,23.1,1,q1_q17_dr25_tce,6382,170,-207,4.432,0.054,-0.216,1.059,0.348,-0.116,296.80524,50.611061,14.688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.64,855.1,-260.36,28.9,1,q1_q17_dr25_tce,5900,176,-193,4.509,0.037,-0.213,0.951,0.301,-0.094,287.18005,38.414131,15.897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645.94,999.9,-1433.1,83.9,1,q1_q17_dr25_tce,5557,83,-83,3.792,0.217,-0.087,2.372,0.331,-0.717,296.67761,40.65369,13.591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.85,134.48,-51.37,27.5,1,q1_q17_dr25_tce,5912,159,-159,4.501,0.075,-0.175,0.87,0.226,-0.097,296.8017,43.654259,13.601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.06879,44.574772,13.424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.01,2186.36,-861.64,12,1,q1_q17_dr25_tce,6147,166,-203,4.449,0.081,-0.189,0.954,0.264,-0.113,291.5705,42.73772,14.207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3772.66,2504.44,-1373.89,19.6,1,q1_q17_dr25_tce,5670,170,-153,4.452,0.139,-0.17,0.843,0.182,-0.133,293.31952,50.364262,14.658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,4.5,-1.43,23.3,1,q1_q17_dr25_tce,5895,182,-223,4.489,0.039,-0.221,0.991,0.309,-0.096,292.55612,47.329079,15.701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.37,105.55,-121.16,20.6,1,q1_q17_dr25_tce,3945,70,-78,4.721,0.045,-0.021,0.519,0.028,-0.042,293.17096,40.99559,14.694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128.33,1627.11,-2031.53,12.3,1,q1_q17_dr25_tce,6785,183,-224,3.83,0.338,-0.113,2.124,0.359,-0.779,292.05014,38.261002,11.056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21895.36,25367.89,-20143.84,30,1,q1_q17_dr25_tce,5132,170,-154,3.675,0.848,-0.283,2.648,0.997,-1.852,291.22318,37.781551,13.931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22401.95,19531.92,-12370.48,1560.5,1,q1_q17_dr25_tce,7131,200,-314,4.084,0.18,-0.18,1.83,0.539,-0.49,298.89954,43.395641,16.975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.15,6.73,-6.47,17.7,2,q1_q17_dr25_tce,5596,84,-75,4.105,0.203,-0.101,1.466,0.244,-0.326,291.60449,41.309361,15.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.73,592.34,-643.17,6.3,1,q1_q17_dr25_tce,5854,79,-79,4.014,0.202,-0.081,1.742,0.267,-0.4,290.38721,37.47818,14.603
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37544.87,13440.69,-25251.66,22.7,1,q1_q17_dr25_tce,6552,198,-198,3.594,0.34,-0.06,3.44,0.337,-1.347,297.72037,40.6502,13.306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.58,1164.25,-515.49,8.3,1,q1_q17_dr25_tce,6450,144,-208,4.297,0.108,-0.201,1.273,0.405,-0.218,289.88666,43.233879,13.396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.37,141.41,-105.3,38.4,1,q1_q17_dr25_tce,5075,151,-151,4.598,0.072,-0.044,0.67,0.065,-0.059,300.31107,45.02494,15.75
